FGMEM_ID,HIDDEN,NAME,COMPATIBLE_DEVICES,MEM_DEVICE,MEM_TYPE,MEM_DENSITY,DATA_WIDTH,COMPATIBLE_RS_PINS,MEM_MANUFACTURER,MEM_INTERFACE_FILE,NUM_CFG_FILES,MEM_DEVICE_ALIAS,MEM_FAMILY
82,0,s25fl164k-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl164k,spi,64,x1_x2_x4,,Spansion,,1,,s25fl1
81,0,s25fl128sxxxxxx0-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl128sxxxxxx0,spi,128,x1_x2_x4,,Spansion,,1,s25fl127s,s25flxxxs
219,0,s25fl128sxxxxxx0-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl128sxxxxxx0,spi,128,x1_x2_x4_x8,,Spansion,,2,s25fl127s,s25flxxxs
194,0,s25fl128sxxxxxx1-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl128sxxxxxx1,spi,128,x1_x2_x4,,Spansion,,1,,s25flxxxs
220,0,s25fl128sxxxxxx1-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl128sxxxxxx1,spi,128,x1_x2_x4_x8,,Spansion,,2,,s25flxxxs
83,0,s25fl256sxxxxxx0-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl256sxxxxxx0,spi,256,x1_x2_x4,,Spansion,,1,,s25flxxxs
221,0,s25fl256sxxxxxx0-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl256sxxxxxx0,spi,256,x1_x2_x4_x8,,Spansion,,2,,s25flxxxs
195,0,s25fl256sxxxxxx1-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl256sxxxxxx1,spi,256,x1_x2_x4,,Spansion,,1,,s25flxxxs
222,0,s25fl256sxxxxxx1-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl256sxxxxxx1,spi,256,x1_x2_x4_x8,,Spansion,,2,,s25flxxxs
84,0,s25fl512s-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl512s,spi,512,x1_x2_x4,,Spansion,,1,,s25flxxxs
218,0,s25fl512s-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,s25fl512s,spi,512,x1_x2_x4_x8,,Spansion,,2,,s25flxxxs
89,0,mt25qu512-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mt25qu512,spi,512,x1_x2_x4,,Micron,,1,,mt25qu
199,0,mt25qu512-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mt25qu512,spi,512,x1_x2_x4_x8,,Micron,,2,,mt25qu
200,0,mt25ql512-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,mt25ql512,spi,512,x1_x2_x4,,Micron,,1,,mt25ql
201,0,mt25ql512-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,mt25ql512,spi,512,x1_x2_x4_x8,,Micron,,2,,mt25ql
205,0,mt25ql01g-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,mt25ql01g,spi,1024,x1_x2_x4,,Micron,,1,,mt25ql
206,0,mt25ql01g-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,mt25ql01g,spi,1024,x1_x2_x4_x8,,Micron,,2,,mt25ql
207,0,mt25ql02g-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,mt25ql02g,spi,2048,x1_x2_x4,,Micron,,1,,mt25ql
208,0,mt25ql02g-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,mt25ql02g,spi,2048,x1_x2_x4_x8,,Micron,,2,,mt25ql
209,0,mt25qu01g-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mt25qu01g,spi,1024,x1_x2_x4,,Micron,,1,,mt25qu
210,0,mt25qu01g-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mt25qu01g,spi,1024,x1_x2_x4_x8,,Micron,,2,,mt25qu
211,0,mt25qu02g-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mt25qu02g,spi,2048,x1_x2_x4,,Micron,,1,,mt25qu
212,0,mt25qu02g-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mt25qu02g,spi,2048,x1_x2_x4_x8,,Micron,,2,,mt25qu
213,0,mx66u51235f-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mx66u51235f,spi,512,x1_x2_x4,,Macronix,,1,,mx66u
234,0,mx66u51235f-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mx66u51235f,spi,512,x1_x2_x4_x8,,Macronix,,2,,mx66u
214,0,mx66l51235f-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,mx66l51235f,spi,512,x1_x2_x4,,Macronix,,1,,mx66l
235,0,mx66l51235f-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,mx66l51235f,spi,512,x1_x2_x4_x8,,Macronix,,2,,mx66l
223,0,mx25u25635f-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mx25u25635f,spi,256,x1_x2_x4,,Macronix,,1,,mx25u
236,0,mx25u25635f-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,mx25u25635f,spi,256,x1_x2_x4_x8,,Macronix,,2,,mx25u
224,0,mx25l25635f-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,mx25l25635f,spi,256,x1_x2_x4,,Macronix,,1,,mx25l
237,0,mx25l25635f-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,mx25l25635f,spi,256,x1_x2_x4_x8,,Macronix,,2,,mx25l
90,0,n25q128-3.3v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,n25q128-3.3v,spi,128,x1_x2_x4,,Micron,,1,,n25q
217,0,n25q128-3.3v-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,n25q128-3.3v,spi,128,x1_x2_x4_x8,,Micron,,2,,n25q
91,0,n25q128-1.8v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,n25q128-1.8v,spi,128,x1_x2_x4,,Micron,,1,,n25q
215,0,n25q128-1.8v-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,n25q128-1.8v,spi,128,x1_x2_x4_x8,,Micron,,2,,n25q
92,0,n25q256-3.3v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,n25q256-3.3v,spi,256,x1_x2_x4,,Micron,,1,,n25q
216,0,n25q256-3.3v-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115,n25q256-3.3v,spi,256,x1_x2_x4_x8,,Micron,,2,,n25q
93,0,n25q256-1.8v-spi-x1_x2_x4_x8,- xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,n25q256-1.8v,spi,256,x1_x2_x4_x8,,Micron,,2,,n25q
193,0,n25q256-1.8v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,n25q256-1.8v,spi,256,x1_x2_x4,,Micron,,1,,n25q
94,0,n25q32-3.3v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,n25q32-3.3v,spi,32,x1_x2_x4,,Micron,,1,,n25q
95,0,n25q32-1.8v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,n25q32-1.8v,spi,32,x1_x2_x4,,Micron,,1,,n25q
96,0,n25q64-3.3v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcvu125 xcvu160 xcvu190 xcvu440,n25q64-3.3v,spi,64,x1_x2_x4,,Micron,,1,,n25q
97,0,n25q64-1.8v-spi-x1_x2_x4,- xc7a100t xc7a200t xc7a15t xc7a35t xc7a50t xc7a75t xc7k160t xc7k325t xc7k355t xc7k410t xc7k420t xc7k480t xc7k70t xc7v2000t xc7v585t xc7vh580t xc7vh870t xc7vx1140t xc7vx330t xc7vx415t xc7vx485t xc7vx550t xc7vx690t xc7vx980t xcku025 xcku035 xcku040 xcku060 xcku085 xcku115 xcvu065 xcvu080 xcvu095 xcku095 xcku5p xcku9p xcku13p xcku15p xcvu3p xcvu7p xcvu9p xcvu125 xcvu160 xcvu190 xcvu440,n25q64-1.8v,spi,64,x1_x2_x4,,Micron,,1,,n25q
100,0,28f032m29ewt-nor-x8,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,28f032m29ewt,nor,32,x8,,Micron,,1,,m29ew
101,0,28f064m29ewt-nor-x8,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,28f064m29ewt,nor,64,x8,,Micron,,1,,m29ew
102,0,28f128m29ewh-nor-x8,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,28f128m29ewh,nor,128,x8,,Micron,,1,,m29ew
103,0,28f256m29ewh-nor-x8,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,28f256m29ewh,nor,256,x8,,Micron,,1,,m29ew
104,0,28f512m29ewh-nor-x8,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,28f512m29ewh,nor,512,x8,,Micron,,1,,m29ew
120,0,mt29f2g08ab-nand-x8,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt29f2g08ab,nand,2048,x8,,Micron,,1,,m29ew
121,0,mt29f2g16ab-nand-x16,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt29f2g16ab,nand,2048,x16,,Micron,,1,,m29ew
122,0,s34ml02g1-nand-x8,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s34ml02g1,nand,2048,x8,,Spansion,,1,,s34ml
123,0,s34ml02g1-nand-x16,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s34ml02g1,nand,2048,x16,,Spansion,,1,,s34ml
124,0,s34ml01g1-nand-x8,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s34ml01g1,nand,1024,x8,,Spansion,,1,,s34ml
125,0,s34ml01g1-nand-x16,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s34ml01g1,nand,1024,x16,,Spansion,,1,,s34ml
140,0,n25q64-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q64,qspi,64,x4-single,,Micron,,1,,n25q
141,0,n25q64-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q64,qspi,64,x8-dual_parallel,,Micron,,1,,n25q
142,0,n25q64-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg,n25q64,qspi,64,x4-dual_stacked,,Micron,,1,,n25q
146,0,n25q128-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q128,qspi,128,x4-single,,Micron,,1,,n25q
147,0,n25q128-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q128,qspi,128,x8-dual_parallel,,Micron,,1,,n25q
148,0,n25q128-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q128,qspi,128,x4-dual_stacked,,Micron,,1,,n25q
149,0,n25q256-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q256,qspi,256,x4-single,,Micron,,1,,n25q
150,0,n25q256-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q256,qspi,256,x8-dual_parallel,,Micron,,1,,n25q
151,0,n25q256-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q256,qspi,256,x4-dual_stacked,,Micron,,1,,n25q
152,0,n25q512-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q512,qspi,512,x4-single,,Micron,,1,,n25q
153,0,n25q512-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q512,qspi,512,x8-dual_parallel,,Micron,,1,,n25q
154,0,n25q512-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q512,qspi,512,x4-dual_stacked,,Micron,,1,,n25q
155,0,n25q00a-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q00a,qspi,1024,x4-single,,Micron,,1,,n25q
156,0,n25q00a-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q00a,qspi,1024,x8-dual_parallel,,Micron,,1,,n25q
157,0,n25q00a-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,n25q00a,qspi,1024,x4-dual_stacked,,Micron,,1,,n25q
160,0,s25fl129p-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl129p,qspi,128,x4-single,,Spansion,,1,,s25flxxxp
161,0,s25fl129p-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl129p,qspi,128,x8-dual_parallel,,Spansion,,1,,s25flxxxp
162,0,s25fl129p-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl129p,qspi,128,x4-dual_stacked,,Spansion,,1,,s25flxxxp
163,0,s25fl128s-3.3v-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl128s-3.3v,qspi,128,x4-single,,Spansion,,1,s25fl127s,s25flxxxs
