PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
qpll0_fbdiv,0,16,DRP.QPLL0_FBDIV=8'd14,,,
qpll0_fbdiv,1,17,DRP.QPLL0_FBDIV=8'd15,,,
qpll0_fbdiv,2,18,DRP.QPLL0_FBDIV=8'd16,,,
qpll0_fbdiv,3,19,DRP.QPLL0_FBDIV=8'd17,,,
qpll0_fbdiv,4,20,DRP.QPLL0_FBDIV=8'd18,,,
qpll0_fbdiv,5,21,DRP.QPLL0_FBDIV=8'd19,,,
qpll0_fbdiv,6,22,DRP.QPLL0_FBDIV=8'd20,,,
qpll0_fbdiv,7,23,DRP.QPLL0_FBDIV=8'd21,,,
qpll0_fbdiv,8,24,DRP.QPLL0_FBDIV=8'd22,,,
qpll0_fbdiv,9,25,DRP.QPLL0_FBDIV=8'd23,,,
qpll0_fbdiv,10,26,DRP.QPLL0_FBDIV=8'd24,,,
qpll0_fbdiv,11,27,DRP.QPLL0_FBDIV=8'd25,,,
qpll0_fbdiv,12,28,DRP.QPLL0_FBDIV=8'd26,,,
qpll0_fbdiv,13,29,DRP.QPLL0_FBDIV=8'd27,,,
qpll0_fbdiv,14,30,DRP.QPLL0_FBDIV=8'd28,,,
qpll0_fbdiv,15,31,DRP.QPLL0_FBDIV=8'd29,,,
qpll0_fbdiv,16,32,DRP.QPLL0_FBDIV=8'd30,,,
qpll0_fbdiv,17,33,DRP.QPLL0_FBDIV=8'd31,,,
qpll0_fbdiv,18,34,DRP.QPLL0_FBDIV=8'd32,,,
qpll0_fbdiv,19,35,DRP.QPLL0_FBDIV=8'd33,,,
qpll0_fbdiv,20,36,DRP.QPLL0_FBDIV=8'd34,,,
qpll0_fbdiv,21,37,DRP.QPLL0_FBDIV=8'd35,,,
qpll0_fbdiv,22,38,DRP.QPLL0_FBDIV=8'd36,,,
qpll0_fbdiv,23,39,DRP.QPLL0_FBDIV=8'd37,,,
qpll0_fbdiv,24,40,DRP.QPLL0_FBDIV=8'd38,,,
qpll0_fbdiv,25,41,DRP.QPLL0_FBDIV=8'd39,,,
qpll0_fbdiv,26,42,DRP.QPLL0_FBDIV=8'd40,,,
qpll0_fbdiv,27,43,DRP.QPLL0_FBDIV=8'd41,,,
qpll0_fbdiv,28,44,DRP.QPLL0_FBDIV=8'd42,,,
qpll0_fbdiv,29,45,DRP.QPLL0_FBDIV=8'd43,,,
qpll0_fbdiv,30,46,DRP.QPLL0_FBDIV=8'd44,,,
qpll0_fbdiv,31,47,DRP.QPLL0_FBDIV=8'd45,,,
qpll0_fbdiv,32,48,DRP.QPLL0_FBDIV=8'd46,,,
qpll0_fbdiv,33,49,DRP.QPLL0_FBDIV=8'd47,,,
qpll0_fbdiv,34,50,DRP.QPLL0_FBDIV=8'd48,,,
qpll0_fbdiv,35,51,DRP.QPLL0_FBDIV=8'd49,,,
qpll0_fbdiv,36,52,DRP.QPLL0_FBDIV=8'd50,,,
qpll0_fbdiv,37,53,DRP.QPLL0_FBDIV=8'd51,,,
qpll0_fbdiv,38,54,DRP.QPLL0_FBDIV=8'd52,,,
qpll0_fbdiv,39,55,DRP.QPLL0_FBDIV=8'd53,,,
qpll0_fbdiv,40,56,DRP.QPLL0_FBDIV=8'd54,,,
qpll0_fbdiv,41,57,DRP.QPLL0_FBDIV=8'd55,,,
qpll0_fbdiv,42,58,DRP.QPLL0_FBDIV=8'd56,,,
qpll0_fbdiv,43,59,DRP.QPLL0_FBDIV=8'd57,,,
qpll0_fbdiv,44,60,DRP.QPLL0_FBDIV=8'd58,,,
qpll0_fbdiv,45,61,DRP.QPLL0_FBDIV=8'd59,,,
qpll0_fbdiv,46,62,DRP.QPLL0_FBDIV=8'd60,,,
qpll0_fbdiv,47,63,DRP.QPLL0_FBDIV=8'd61,,,
qpll0_fbdiv,48,64,DRP.QPLL0_FBDIV=8'd62,,,
qpll0_fbdiv,49,65,DRP.QPLL0_FBDIV=8'd63,,,
qpll0_fbdiv,50,66,DRP.QPLL0_FBDIV=8'd64,,,
qpll0_fbdiv,51,67,DRP.QPLL0_FBDIV=8'd65,,,
qpll0_fbdiv,52,68,DRP.QPLL0_FBDIV=8'd66,,,
qpll0_fbdiv,53,69,DRP.QPLL0_FBDIV=8'd67,,,
qpll0_fbdiv,54,70,DRP.QPLL0_FBDIV=8'd68,,,
qpll0_fbdiv,55,71,DRP.QPLL0_FBDIV=8'd69,,,
qpll0_fbdiv,56,72,DRP.QPLL0_FBDIV=8'd70,,,
