PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
pll0_fbdiv,0,1,DRP.PLL0_FBDIV=010000,,,,,,,,,,
pll0_fbdiv,1,2,DRP.PLL0_FBDIV=000000,,,,,,,,,,
pll0_fbdiv,2,3,DRP.PLL0_FBDIV=000001,,,,,,,,,,
pll0_fbdiv,3,4,DRP.PLL0_FBDIV=000010,,,,,,,,,,
pll0_fbdiv,4,5,DRP.PLL0_FBDIV=000011,,,,,,,,,,
pll1_fbdiv,0,1,DRP.PLL1_FBDIV=010000,,,,,,,,,,
pll1_fbdiv,1,2,DRP.PLL1_FBDIV=000000,,,,,,,,,,
pll1_fbdiv,2,3,DRP.PLL1_FBDIV=000001,,,,,,,,,,
pll1_fbdiv,3,4,DRP.PLL1_FBDIV=000010,,,,,,,,,,
pll1_fbdiv,4,5,DRP.PLL1_FBDIV=000011,,,,,,,,,,
pll0_fbdiv_45,0,4,DRP.PLL0_FBDIV_45=0,,,,,,,,,,
pll0_fbdiv_45,1,5,DRP.PLL0_FBDIV_45=1,,,,,,,,,,
pll1_fbdiv_45,0,4,DRP.PLL1_FBDIV_45=0,,,,,,,,,,
pll1_fbdiv_45,1,5,DRP.PLL1_FBDIV_45=1,,,,,,,,,,
pll0_refclk_div,0,1,DRP.PLL0_REFCLK_DIV=10000,,,,,,,,,,
pll0_refclk_div,1,2,DRP.PLL0_REFCLK_DIV=00000,,,,,,,,,,
pll1_refclk_div,0,1,DRP.PLL1_REFCLK_DIV=10000,,,,,,,,,,
pll1_refclk_div,1,2,DRP.PLL1_REFCLK_DIV=00000,,,,,,,,,,
pll0refclksel,0,Reserved,PORT.PLL0REFCLKSEL=000,,,,,
pll0refclksel,1,GTREFCLK0,PORT.PLL0REFCLKSEL=001,,,,,
pll0refclksel,2,GTREFCLK1,PORT.PLL0REFCLKSEL=010,,,,,
pll0refclksel,3,GTEASTREFCLK0,PORT.PLL0REFCLKSEL=011,,,,,
pll0refclksel,4,GTEASTREFCLK1,PORT.PLL0REFCLKSEL=100,,,,,
pll0refclksel,5,GTWESTREFCLK0,PORT.PLL0REFCLKSEL=101,,,,,
pll0refclksel,6,GTWESTREFCLK1,PORT.PLL0REFCLKSEL=110,,,,,
pll0refclksel,7,GTGREFCLK0,PORT.PLL0REFCLKSEL=111,,,,,
pll1refclksel,0,Reserved,PORT.PLL1REFCLKSEL=000,,,,,
pll1refclksel,1,GTREFCLK0,PORT.PLL1REFCLKSEL=001,,,,,
pll1refclksel,2,GTREFCLK1,PORT.PLL1REFCLKSEL=010,,,,,
pll1refclksel,3,GTEASTREFCLK0,PORT.PLL1REFCLKSEL=011,,,,,
pll1refclksel,4,GTEASTREFCLK1,PORT.PLL1REFCLKSEL=100,,,,,
pll1refclksel,5,GTWESTREFCLK0,PORT.PLL1REFCLKSEL=101,,,,,
pll1refclksel,6,GTWESTREFCLK1,PORT.PLL1REFCLKSEL=110,,,,,
pll1refclksel,7,GTGREFCLK1,PORT.PLL1REFCLKSEL=111,,,,,
